id;pedido_id;producto_id;cantidad;precio_unitario
105;9959;776.0;1;132318.98
106;956;1195.0;5;195624.95
107;4336;9932.0;4;266160.84
108;9670;5534.0;2;141442.98
27;2044;7619.0;5;148227.11
109;7643;3289.0;5;103131.07
110;4686;4271.0;3;222606.93
111;6609;1064.0;5;323510.03
112;7077;2080.0;3;66753.15
113;996;9317.0;4;142543.67
114;5138;8694.0;5;319263,99
115;4099;7310.0;4;145229.31
116;3597;8807.0;3;295778.93
117;322;8921.0;4;34549.27
118;4923;1352.0;4;178003,33
119;1171;9511.0;2;101129.08
120;3174;8289.0;3;261229,81
121;4160;5374.0;2;67022.5
122;2391;9646.0;3;202017.45
123;9386;8907.0;4;121290.52
124;4293;484.0;2;282417.7
125;7954;6180.0;4;286449.98
126;6397;6845.0;2;27633.92
127;2755;747.0;2;118889,06
128;8141;1484.0;4;311673,71
129;9394;779.0;5;370356,87
130;7898;588.0;2;281128.55
131;4215;6100.0;5;272527.7
132;8073;2947.0;3;119368.97
133;9022;3572.0;5;47959.27
134;7285;8803.0;5;188644.46
135;275;3803.0;1;213110.82
136;7511;1064.0;5;312136.16
137;6401;8803.0;2;185528.35
138;6200;2515.0;3;98823.8
139;3283;6766.0;1;314617.04
140;5064;4841.0;3;347652.16
141;9916;6292.0;3;136977.15
142;4935;3091.0;5;187887.85
143;368;2510.0;5;235186.23
144;1799;5504.0;2;24576.88
145;7280;9953.0;1;331365.25
146;8180;1925.0;5;198589.56
147;3894;2938.0;3;333706.51
148;5576;5141.0;2;55972.17
149;6446;3328.0;5;307180.54
150;4244;1613.0;2;40033.28
151;2799;5534.0;2;154816.38
152;1390;6667.0;2;51981,66
153;5877;5662.0;5;241155,03
154;8734;9781.0;5;279962,17
155;8238;6900.0;4;182078.41
156;2162;2289.0;1;315015.58
157;7759;8194.0;2;27896.78
158;4657;407.0;1;245150,58
159;6200;4498.0;4;204011.43
160;9345;3484.0;1;153151.12
161;943;1169.0;4;74379.62
162;7276;6719.0;3;93604.86
163;8255;7505.0;3;38300.17
164;8358;5176.0;5;125867.61
165;8555;1828.0;2;160088.0
166;5482;2040.0;3;298020.66
167;6899;5350.0;5;295248.35
168;2932;4610.0;2;200870.21
169;7057;9322.0;5;81332.01
170;8868;7775.0;2;214585.89
171;1485;762.0;2;266058,04
172;5703;6326.0;2;166883.7
173;8924;1064.0;5;342106.16
174;4935;8269.0;1;147271.45
175;8145;2130.0;1;299633.19
72;6981;8289.0;2;284002,12
176;2936;2390.0;4;231782.77
129;3328;7760.0;1;314052.37
177;6277;6503.0;3;88593.54
178;1229;4077.0;2;226436.66
179;7603;1771.0;3;89626.67
180;7022;6267.0;3;109228.45
181;2749;8818.0;2;180351.04
182;1903;3920.0;1;164277.12
183;6593;1680.0;3;272140.29
110;698;4346.0;3;102892.54
184;956;2054.0;4;236685.25
159;9865;5794.0;2;344217.8
38;8909;7602.0;1;236419,91
185;5932;5226.0;1;113904.52
186;7235;1941.0;5;222327.29
187;1909;6249.0;3;131694.06
188;9967;8694.0;4;353753.93
189;1465;4091.0;5;245800.77
190;8564;8992.0;5;219492.45
191;3782;992.0;3;127276.01
58;7057;2436.0;3;222625.34
175;2489;4739.0;1;29055.39
192;654;1094.0;3;332121.09
193;8595;2634.0;4;365324.79
9;9339;3412.0;4;290954.19
107;6118;7808.0;4;128269.03
194;3188;7797.0;1;51191.41
195;847;1736.0;3;52425.64
196;4940;4311.0;4;143605.12
197;3357;9701.0;5;53239.02
198;9216;6205.0;3;29852.4
199;5763;1844.0;5;56411.03
200;2755;6776.0;3;111476.67
201;3782;7028.0;3;58889.26
202;771;6249.0;4;135480.58
80;7269;6402.0;5;113817.72
203;4202;6200.0;4;276335.93
204;7954;1610.0;5;82336.36
205;9140;6766.0;2;290894.91
206;6083;3827.0;3;160828.98
207;9670;1790.0;1;40993.19
85;8721;3744.0;3;133456.33
208;863;5226.0;3;108122.23
209;1714;9568.0;5;85367.62
210;5869;2894.0;1;174461.75
211;4377;3739.0;3;266769.46
212;4467;424.0;1;91088.3
213;4387;1484.0;3;287438.65
214;7052;776.0;5;134134.19
215;6054;5422.0;2;31903,12
216;3603;7433.0;4;64658.47
217;4582;2938.0;4;334769.26
218;9839;7913.0;3;281208.91
219;5672;9322.0;5;80446.78
220;7732;4445.0;3;293750.31
221;3708;7712.0;5;67112.39
222;3710;3901.0;2;238945.0
223;1480;6432.0;3;137873,59
224;771;8865.0;2;210800.66
225;6777;3233.0;4;43537.27
226;8857;2436.0;2;231531.74
227;9326;2515.0;4;85479.08
228;7708;7505.0;1;34511.11
229;5644;6938.0;4;266132.44
230;4613;9568.0;1;84730.62
119;7208;2104.0;3;130562.18
231;7127;4281.0;1;163336.46
113;4778;9481.0;2;25106.97
232;4657;9521.0;2;248461.31
233;9123;200.0;2;120438.89
18;3811;3197.0;5;341126.4
234;3174;1886.0;4;36144.56
235;1204;7994.0;3;217808.17
181;5856;3994.0;3;213177,86
236;8080;5054.0;4;126527.87
237;4658;1959.0;3;80413.9
238;7701;3739.0;5;295429.47
239;8919;3701.0;4;116785.36
240;1740;6694.0;5;24657,94
241;8065;4921.0;4;209195.69
242;6356;5772.0;4;207487.89
243;236;1147.0;3;227633.82
244;6288;1189.0;1;264669.5
245;6582;8205.0;3;36109,22
246;6888;2687.0;3;47985.86
247;6984;9680.0;1;248273.28
248;7898;1680.0;1;285160,88
249;1480;3091.0;1;189557.01
250;2015;7278.0;3;47498.42
251;4514;4485.0;2;301041.27
252;4628;5510.0;5;235715.63
253;6080;8152.0;3;333793.1
254;9367;8786.0;4;344328.71
255;8663;6490.0;3;303893.86
256;9012;1523.0;3;49747.27
257;4068;3217.0;3;61921.65
223;5067;6100.0;5;322024.02
258;3758;1790.0;2;44673.53
259;4170;5873.0;3;96276.63
260;7031;1630.0;2;34161.16
261;5282;5071.0;1;338167.9
262;6687;3765.0;1;252872,11
263;5528;5563.0;3;117553.04
264;1406;5456.0;5;324910.31
265;2876;1851.0;2;191245.71
28;2283;7602.0;4;255233.8
266;1836;9106.0;4;70742.78
267;1616;4854.0;5;138580.78
268;9319;1750.0;2;79207.57
49;2936;1348.0;2;187304.66
269;3145;9521.0;1;260571,48
270;1657;4834.0;2;201511.84
271;3894;1482.0;3;71458.86
272;3025;1771.0;2;102484.6
273;3555;9903.0;4;160015.07
274;6969;9190.0;5;49752.24
275;5138;4921.0;4;217784.04
276;6841;7307.0;4;291188.19
277;8218;520.0;3;162814.8
278;7030;3872.0;3;251670.7
279;6606;2148.0;4;68332.03
280;1281;7943.0;1;38141.85
281;7876;8951.0;1;227209.88
282;523;8203.0;5;177327,99
283;4371;6257.0;4;321792.03
284;5494;3947.0;4;43169.82
285;4920;7425.0;3;330909.63
286;6659;8486.0;3;146823.26
265;424;6519.0;5;263836.29
287;7593;6649.0;3;229421.38
288;684;8152.0;2;340261.13
289;3628;6519.0;4;280602.91
267;9689;2687.0;5;46483.54
153;6054;5210.0;5;36550.46
290;9144;6938.0;5;234822.9
291;4387;3880.0;4;97339.52
292;8402;5618.0;3;224340.29
293;8073;4485.0;5;274115.65
294;2799;7813.0;1;107636.88
137;5458;6295.0;3;121211.92
295;896;7310.0;5;143681.9
296;2027;4650.0;2;50058,03
297;6867;1579.0;1;234637,75
298;7482;6238.0;3;63984.4
299;5860;2763.0;1;113248.51
300;4531;7087.0;1;134949.73
301;3710;9036.0;3;211050.02
302;6314;8979.0;2;50079.98
303;5085;4513.0;1;68997.9
304;5773;1750.0;5;70281.09
175;9950;8762.0;4;221554.04
305;2721;7619.0;5;154625.69
306;8030;4884.0;1;325092.56
307;5138;3744.0;1;121320.09
308;3569;5140.0;2;62584,51
60;3357;1523.0;4;48601,2
309;7114;2354.0;4;125991.12
310;6207;1411.0;4;148624.89
311;6007;1314.0;5;346786,97
312;4678;6074.0;1;148980,29
313;6878;5658.0;5;369531.7
314;2894;6040.0;5;75925.61
315;847;9978.0;2;24613.43
316;179;2130.0;4;276312.56
317;3271;3855.0;5;268374.61
318;6195;854.0;5;320286.77
86;8050;8486.0;2;135549.81
319;3006;2162.0;3;167702.11
320;6496;1413.0;5;119106,31
321;313;5150.0;1;30013.98
322;3560;5329.0;2;154992.43
323;7276;9229.0;4;202262.38
324;9950;1444.0;2;315004,35
325;6581;8838.0;2;230085.85
326;4293;3827.0;5;143972.68
327;4778;6469.0;1;250919.2
328;8314;9736.0;1;115176.1
32;9429;6506.0;4;49785.18
329;4402;8690.0;4;189454.44
330;266;7114.0;2;20076.54
57;8280;4281.0;5;169636.07
331;6544;4529.0;1;83365.49
332;7235;1301.0;2;60965.78
333;5333;1579.0;1;244035.89
334;5398;6844.0;4;58436.06
335;4266;8126.0;3;248356.41
336;8575;8752.0;3;312623,65
337;9144;5376.0;4;16991.11
338;7314;6132.0;5;220322.79
339;515;4479.0;5;204867,05
340;7408;63.0;1;42373.62
341;5086;6732.0;1;24879.01
76;7780;2872.0;4;173048.1
342;2387;9784.0;5;32937.54
343;5003;9953.0;2;319306.96
344;4099;3151.0;3;113681.09
345;1787;1896.0;4;40617.48
346;7593;9616.0;3;117719.61
347;6181;2479.0;5;35132.38
93;3213;8847.0;4;96147.44
348;5869;8864.0;5;353199,32
349;7542;1352.0;3;169144,16
350;6984;8851.0;5;223405.8
351;8530;8905.0;1;240334,58
352;5570;1698.0;2;112431.0
353;2868;6972.0;2;90466.33
354;9401;1790.0;4;41140.1
355;3408;1422.0;4;225975.35
356;2330;750.0;4;331604.57
357;6730;5714.0;4;102588.57
116;7433;3164.0;4;22890.08
358;6;3872.0;5;226485.61
359;3117;1966.0;3;288053.2
164;7482;7425.0;2;359345.9
360;4480;6316.0;5;47513.16
361;6118;9875.0;5;134296.93
362;4531;2908.0;3;38337.32
363;4119;6567.0;3;95220.69
364;470;2104.0;1;154393.96
365;4307;1147.0;1;204529,09
366;5849;3848.0;2;308540.24
367;8228;7797.0;2;56741.56
368;2072;35.0;5;187788.51
369;5554;9996.0;2;213746.13
57;7366;1545.0;1;170025.3
370;2916;9695.0;2;379470.93
371;4170;8022.0;1;53724.52
372;584;9306.0;3;332628,52
373;470;1413.0;5;113456.82
374;2455;5873.0;5;99618.38
375;8466;5570.0;2;71649.75
287;537;4656.0;4;240728.19
376;1872;7597.0;5;169536.11
377;5297;3872.0;3;215634.25
378;3006;1423.0;2;310895.67
379;4376;829.0;5;312439.43
380;4655;3362.0;5;255692.67
381;1583;8690.0;4;190008,18
382;9283;121.0;3;205494.2
383;6101;184.0;1;60810.8
384;1291;3765.0;4;272127,51
17;696;88.0;5;185960.55
385;1045;4151.0;5;187548.65
386;5226;973.0;1;187805.39
198;5884;8269.0;1;150718.4
387;2876;2130.0;5;303515.27
388;175;5549.0;2;209083.0
389;8314;8951.0;4;230880.79
390;2403;1383.0;3;126949.12
391;8555;8200.0;2;296776.4
392;867;4479.0;5;206057.02
52;5067;8203.0;5;186849.9
393;5668;9578.0;1;309040.74
394;8575;8309.0;2;157748.91
171;6013;6402.0;4;118774,9
395;9588;7943.0;5;34143.1
396;9545;1959.0;5;74785.58
397;3710;9496.0;4;41796,48
398;4385;7425.0;3;335806.28
399;4885;5485.0;3;295311.83
400;586;1965.0;1;233624.1
401;774;7108.0;4;18157.09
402;1907;3311.0;5;330440.05
403;6797;3439.0;2;81594.05
404;1220;7284.0;2;93049.56
405;9506;1352.0;4;201285.26
406;7025;6776.0;4;96986.3
407;2018;5329.0;5;180340.17
408;5138;644.0;1;190562.6
359;2453;4610.0;5;234595.42
409;3380;2134.0;2;280107,83
410;7266;9223.0;3;165059.11
411;3185;6267.0;3;111822,45
412;6760;2581.0;5;57585.29
413;5209;2195.0;1;49593.15
414;8116;4834.0;2;221124.71
415;541;9457.0;5;147023.69
416;3713;619.0;4;239002.92
334;7593;3028.0;2;22780.03
417;5762;5324.0;4;291891.04
418;3698;2104.0;3;158112.89
419;6606;907.0;5;127944.37
420;1226;5629.0;2;184151.7
421;6496;3328.0;4;318416.25
422;4486;7021.0;2;191149.7
423;584;9132.0;4;42153.09
424;2044;9285.0;2;251527.58
43;8701;7606.0;4;296228.5
425;3234;5621.0;2;297640.33
426;3185;7103.0;1;222824.19
427;5308;535.0;2;332863.76
428;9884;6275.0;1;75453.01
429;7366;6398.0;2;31921.52
430;4502;1991.0;1;150872,71
431;7329;4628.0;4;250265.92
432;7219;2390.0;4;232487.31
433;1541;9823.0;3;226062.76
142;5860;7943.0;4;40821.15
434;5003;1236.0;4;307191.37
36;3006;2435.0;2;103838.6
435;6582;1469.0;2;329800.31
436;8238;2838.0;3;94326,85
209;1616;6964.0;1;212280.89
437;9325;9750.0;2;228841.12
244;737;6250.0;4;297112.63
438;3876;7204.0;2;79759,31
439;4998;6732.0;3;25459,51
354;3283;9062.0;5;16531.25
440;2365;5615.0;2;314426.39
441;763;2254.0;1;43666.55
442;2489;7836.0;2;142902.42
443;7759;7384.0;3;81191.15
444;424;5630.0;5;315813.39
445;9779;5340.0;2;105968.84
446;8030;3105.0;4;28652.48
447;8268;7994.0;3;223961.5
448;698;5545.0;4;34007.73
449;4850;4808.0;5;31203,35
450;2248;3911.0;5;144957,6
451;6981;2815.0;2;363629,92
246;5189;6401.0;1;187560.95
265;7482;2938.0;1;338006.75
50;4101;8716.0;4;290141.2
452;4681;3054.0;4;149655.73
453;2862;8842.0;1;283690.55
454;181;3859.0;3;259832.92
455;8078;409.0;4;161290.68
456;6768;9695.0;3;356165.63
457;3590;7173.0;2;186513.84
458;7690;8023.0;1;57634.02
459;5932;9252.0;5;224124.95
460;1947;7644.0;5;98462.77
461;9796;769.0;5;313715.6
462;2015;3171.0;5;174419.47
463;4931;5086.0;4;163686.67
464;4043;4914.0;1;75486.07
465;8113;921.0;2;206232,64
466;5926;7502.0;4;59005.77
467;8268;8864.0;5;317157.76
468;6856;9781.0;5;296231.83
469;8606;5345.0;5;256194.13
470;7898;5150.0;2;26933,83
471;3158;6845.0;5;28356.54
472;7960;4091.0;4;238204.37
473;5068;3653.0;3;248428,96
474;9116;3864.0;5;275773.11
475;7708;3988.0;3;73175.91
476;2268;1294.0;1;229874.26
477;5398;9681.0;2;244899.03
96;473;8891.0;5;165554.07
478;7027;2199.0;3;210232.31
479;8660;4411.0;2;270127.0
480;4019;3886.0;4;183339.95
481;5693;4483.0;3;338229.67
482;2699;1886.0;1;32619.21
483;9092;2581.0;4;52802.6
484;2268;63.0;4;46079,13
485;9319;7597.0;5;178312.29
486;8552;4934.0;2;225215.81
487;7587;3911.0;5;141454.34
488;9034;1967.0;3;40064,83
489;5997;3837.0;4;225097.02
109;9540;9408.0;4;58318.06
490;5805;5226.0;5;120442.38
491;8141;3612.0;1;193674,63
492;9530;45.0;4;218163.79
493;7454;8891.0;4;148493.68
494;8151;2731.0;5;130408.02
495;771;6469.0;3;260187.12
496;3628;3233.0;3;41146.86
497;2904;1896.0;3;40955.46
498;8534;4145.0;2;126016.57
499;592;267.0;4;341552.97
500;3754;854.0;5;342642.84
501;4237;1579.0;4;255841.77
51;1098;8499.0;5;212833.11
502;7482;2894.0;1;184489.38
503;3509;5602.0;3;129605.99
266;3120;8476.0;4;345129.43
504;1594;9384.0;4;208464.43
505;1535;3765.0;1;304555.5
506;479;9132.0;4;44617.25
507;3610;2435.0;3;90832.07
508;5003;3572.0;3;47844.28
509;5007;9452.0;4;318078.29
510;1695;407.0;2;274220.95
511;9401;7250.0;2;70911.81
512;1699;7450.0;4;115321.54
513;7269;6513.0;4;99918.65
96;8628;4703.0;2;99615.06
233;2826;7042.0;2;28391,37
514;192;4217.0;1;363520.25
515;27;2602.0;4;206890.84
516;8672;2815.0;1;329162.51
517;5309;1314.0;1;327914.3
518;162;7134.0;2;363137.43
500;2135;4872.0;4;118478.53
519;9536;9255.0;1;132370.17
520;6101;5422.0;4;34143.95
521;2268;1525.0;3;312769.22
522;7396;3675.0;1;130712.91
523;5668;1545.0;1;164626.86
524;4931;1772.0;5;319554.15
525;6496;1613.0;2;41021.69
526;3155;2815.0;2;370677.32
527;4885;1469.0;4;289290,24
403;4657;7134.0;3;318568.59
528;7157;4335.0;5;148000.49
529;9034;7587.0;1;217031.25
530;6152;7307.0;3;316845.1
531;3145;4421.0;4;274588.45
532;9326;1236.0;1;293422,68
533;3357;7028.0;4;68509.22
534;4531;1513.0;3;160162,82
535;3185;3612.0;1;202623.71
536;3590;1941.0;5;220662.29
537;1697;5340.0;4;114739.27
538;1087;9150.0;2;151605.16
462;8575;9578.0;1;291741.51
16;1229;4342.0;5;208945.53
100;6612;1517.0;1;97262.96
539;6275;3735.0;4;126785.93
540;7525;5568.0;5;158220.74
541;8909;4854.0;1;133474.22
264;3374;7813.0;2;111165.55
101;4964;9829.0;4;362735.18
542;8477;9408.0;5;57177.56
543;6395;9440.0;3;268379.05
544;7255;8725.0;3;145044.04
545;3357;4013.0;2;58337.81
546;4675;45.0;4;262490.4
547;3986;9496.0;4;42409.59
548;473;8716.0;1;278344.3
549;8085;510.0;2;327028.34
550;9020;2672.0;1;86192.89
551;898;1967.0;5;45905.63
552;4913;1513.0;2;134077.02
553;6445;8690.0;3;184065,13
554;8715;7798.0;5;179716.85
13;1740;1736.0;3;48456.54
555;1528;1422.0;5;227020,89
556;273;5865.0;3;116985.03
557;422;6344.0;5;321537.6
558;126;9008.0;4;106117.17
414;2266;8384.0;5;253007.33
559;3782;2254.0;2;40149.98
188;7690;3080.0;2;92780.4
560;5056;3735.0;4;123410.93
410;5482;571.0;2;40479.94
561;6821;8486.0;2;146867.96
562;6888;7310.0;4;143167.83
563;6101;4554.0;3;199813.04
196;7117;5234.0;2;179503.08
564;6777;8312.0;1;75601.61
565;7511;4656.0;5;231039.14
566;428;8847.0;3;95287.22
567;4043;1517.0;1;92029.09
568;8268;5000.0;3;164099.37
569;69;5414.0;1;192575.06
570;9727;3679.0;2;262605.12
571;8068;7582.0;3;156110.42
572;9295;3197.0;2;328427.91
573;296;194.0;4;135066.67
574;1773;4584.0;5;247501,83
342;7117;9371.0;3;186840.02
575;8268;8126.0;4;284624.21
576;8145;2435.0;3;90791.26
577;5874;6244.0;3;183992.9
578;7169;5865.0;5;120588.06
579;6582;2044.0;4;138877.48
580;3710;9371.0;3;179618,35
581;7063;6267.0;4;107293.86
582;5365;2916.0;3;37571.08
583;4244;484.0;5;310883.87
584;9429;2435.0;2;104253.27
585;7031;992.0;5;110692.84
586;5092;7310.0;4;129639.79
587;4043;3091.0;5;197496.12
588;5494;2113.0;4;122857.34
589;7675;2199.0;3;204378.47
590;4475;8269.0;4;162271.51
591;9174;5568.0;2;140504.37
592;4514;7795.0;1;198534.87
593;2002;8033.0;4;200499.89
524;7701;718.0;3;76133.91
594;7948;3412.0;4;274706.74
595;9345;6558.0;5;157238.14
596;4700;6344.0;4;357802.85
597;919;9948.0;3;272593.18
269;69;7208.0;3;95798.29
598;2023;8558.0;1;153520.12
599;8595;4151.0;3;156479.45
600;2815;8526.0;2;52079.57
601;7133;8972.0;4;309957.75
602;2599;8976.0;3;255101,9
603;5352;1797.0;3;234600.78
410;6420;521.0;4;50214.65
604;9227;7795.0;4;198013.28
605;8536;9521.0;3;270003.15
606;5024;9684.0;4;308180.49
607;4592;2894.0;1;191508.73
608;9540;5772.0;4;210259.01
609;6606;7587.0;2;197226.44
610;1120;4399.0;2;48693.38
504;3071;8027.0;2;30313.12
611;27;6469.0;4;231770.1
612;5493;6401.0;4;207293.82
613;2365;8194.0;4;27691.43
614;6878;7204.0;4;78156.57
615;2720;2309.0;4;30890.54
616;3999;891.0;3;244690.14
617;9625;4914.0;1;69883.78
234;3451;5568.0;1;151022,09
618;4192;9457.0;1;175131.0
619;3271;1280.0;3;37581.57
620;5423;7310.0;2;141609.02
621;3782;7307.0;5;287571.99
622;4957;5329.0;1;165837.79
623;7208;4411.0;1;279321.53
624;7269;9770.0;5;277237.41
625;7219;6543.0;4;133377.36
456;5093;6667.0;1;52563.98
626;1799;7836.0;3;143008.12
121;9435;4335.0;3;157413.25
627;972;9371.0;3;177020.86
628;4700;2435.0;4;101984.83
629;5869;2452.0;5;208906.59
630;5395;2199.0;2;221384.65
631;5625;8979.0;4;44697.89
632;4318;918.0;2;208682.35
633;9319;6784.0;4;127508.77
634;644;4844.0;5;328310.48
635;3610;9371.0;3;202694.85
636;8180;5426.0;1;93873.66
496;5858;7797.0;1;59976.29
637;3503;9371.0;5;172336.05
638;709;6408.0;3;161750.32
2;3603;9792.0;1;70073.08
639;7935;5966.0;5;122232.76
640;448;1495.0;5;123992.57
641;7511;8505.0;2;170566.7
642;8127;6900.0;2;167788.0
643;5569;8720.0;2;20687.44
644;8073;6209.0;4;139136.92
645;6136;4409.0;1;175033.55
151;9404;5485.0;3;316249.84
427;8460;9578.0;3;314232.1
646;9458;9225.0;5;39369.6
647;5703;620.0;1;99453.58
648;8909;8398.0;4;62249.57
270;7063;233.0;1;221907.99
649;8922;5658.0;4;334454.74
650;7127;6768.0;4;279843.61
651;8877;8203.0;3;182402.37
652;384;6853.0;3;226576.47
653;3114;5176.0;2;145748.52
654;8030;207.0;4;340354.38
655;943;5071.0;2;318313.41
656;1751;7836.0;1;153608,91
657;9527;8774.0;3;206560.14
27;9966;6844.0;2;56947.75
658;8919;3164.0;1;22112.73
659;8268;7278.0;3;44936.58
660;9144;8932.0;2;226377.59
546;3480;3988.0;4;66372.8
661;27;1071.0;4;256224.68
662;4376;4485.0;3;287431.67
663;1226;3855.0;4;275144.89
664;3986;1195.0;4;223581.85
665;9494;3362.0;4;238162.14
666;5423;3151.0;4;116101,76
667;9527;194.0;2;144411.41
668;7799;6033.0;4;228948.29
669;9404;4748.0;3;70137.36
670;27;6503.0;3;89886,6
671;7643;8857.0;4;169884.62
672;6722;6503.0;1;84990.55
464;4588;4145.0;2;116345.85
673;8460;2104.0;2;130757.5
674;1386;9680.0;4;214262.24
675;9839;1214.0;3;77232,93
676;3355;1007.0;1;233328.73
677;3597;4342.0;3;242207.78
678;5869;596.0;4;269969.29
409;5093;9457.0;5;177558.9
679;9733;5510.0;1;243260.34
95;5454;5786.0;2;228034.96
680;5644;1610.0;4;88450.56
681;5490;6074.0;4;155792.59
427;8054;2249.0;5;283182.39
682;7077;3612.0;4;220411.2
683;1120;2687.0;2;41297.81
684;4628;1280.0;4;37675.9
685;8574;4521.0;2;125272.16
686;9588;6292.0;4;148133.72
687;6691;5786.0;2;261514.04
688;2868;9300.0;1;312156.63
38;9839;9521.0;2;238433.78
689;5085;5794.0;1;307590.86
690;9494;1482.0;4;69976.18
21;1688;8338.0;4;137522.25
422;2932;6538.0;3;148358.52
691;541;1352.0;2;170249.76
692;1745;8370.0;1;65292.58
250;7593;1634.0;2;20736.79
693;275;401.0;1;88123.75
432;8952;5795.0;5;347183,48
694;5730;9792.0;4;69929.28
695;8790;9161.0;3;104798.8
696;4019;1147.0;2;236668.25
697;5472;9062.0;4;16398.13
698;2501;8907.0;1;124024.93
699;4099;5935.0;2;230639.42
39;5007;7976.0;2;118218.65
700;4380;5615.0;2;352049.15
701;9967;2134.0;5;324077.57
10;5672;2515.0;2;101178.54
702;934;9608.0;4;261562.86
703;164;4872.0;4;124918.06
704;6160;2042.0;4;267063.59
705;5858;5054.0;1;128160.22
706;9740;8269.0;2;161609.76
707;9012;5425.0;3;370613.31
708;8458;520.0;1;140358.6
709;4913;2872.0;4;165086.57
710;9616;2416.0;5;114964.06
711;9022;718.0;3;72806.15
712;8145;2805.0;4;81908.79
384;6062;7797.0;3;58325,24
713;198;3454.0;4;241511.11
714;9228;7897.0;1;109411.77
715;3462;9.0;1;319202.78
10;6740;4703.0;5;105750.78
716;5856;5682.0;3;236579.37
